"participant","date","direction test","start landmark","facing landmark","target landmark","bearing","actual direction","abs error","same or different route"
"Utah_102","2017-06-12 11:04:25 -0700","0","Golledge Hall","Snow Church","Sauer Center","63","76.21088344473236","13.21088344473236","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Golledge Hall","Snow Church","Tobler Museum","58","147.02844706156864","89.02844706156861","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Snow Church","Sauer Center","Batty House","308","90.64700941659355","142.64700941659356","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Snow Church","Sauer Center","Lynch Station","300","79.44851915391443","139.44851915391445","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Snow Church","Sauer Center","Harris Hall","269","88.09346154480706","179.09346154480704","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Snow Church","Sauer Center","Harvey House","263","119.69295786010949","143.3070421398905","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Snow Church","Sauer Center","Golledge Hall","173","125.84311454991943","47.156885450080566","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Snow Church","Sauer Center","Snow Church","174","98.30306222775258","75.69693777224742","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Snow Church","Sauer Center","Sauer Center","0","0.27926235158294926","0.2792623515829291","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Snow Church","Sauer Center","Tobler Museum","0","63.69277616633406","63.692776166334056","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Sauer Center","Tobler Museum","Batty House","319","6.744508622348706","47.74450862234869","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Sauer Center","Tobler Museum","Lynch Station","312","17.76205492025987","65.76205492025986","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Sauer Center","Tobler Museum","Harris Hall","246","4.240040563502388","118.24004056350239","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Sauer Center","Tobler Museum","Harvey House","238","23.091344032837192","145.09134403283718","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Sauer Center","Tobler Museum","Golledge Hall","174","51.85616181338527","122.14383818661473","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Sauer Center","Tobler Museum","Snow Church","172","89.63525725921563","82.36474274078437","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Sauer Center","Tobler Museum","Sauer Center","187","107.16801914282013","79.83198085717987","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Sauer Center","Tobler Museum","Tobler Museum","0","2.713388186025341","2.713388186025327","same"
